0;0,6753;0,0723;5537
0;0,6753;0,0668;5539
0;0,6991;0,0625;5541
0;0,6713;0,0609;5539
0;0,6912;0,0593;5539
0;0,6912;0,0577;5540
0;0,6673;0,0562;5989
0;0,6832;0,0548;6382
0;0,6792;0,0534;6694
0;0,6792;0,052;7024
0;0,6991;0,0506;7266
0;0,6832;0,0492;7517
0;0,6753;0,0479;7727
0;0,6753;0,0468;7900
0;0,6792;0,0455;8056
0;0,6713;0,0444;8193
0;0,6713;0,0432;8329
0;0,6753;0,0421;8441
0;0,6792;0,041;8551
0;0,6713;0,0399;8238
0;0,6792;0,0389;7845
0;0,6792;0,0378;7502
0;0,6753;0,0368;7229
0;0,6634;0,0359;7000
0;0,6832;0,035;6777
0;0,6792;0,034;6590
0;0,6832;0,0331;6436
0;0,6673;0,0322;6302
0;0,6872;0,0314;6189
0;0,6912;0,0305;6088
0;0,6792;0,0297;5999
0;0,6832;0,0289;5932
0;0,6832;0,0281;5876
0;0,6713;0,0274;5538
0;0,6753;0,0267;5539
0;0,6753;0,026;5541
0;0,6753;0,0253;5541
0;0,6673;0,0246;5543
0;0,6514;0,024;5539
0;0,6753;0,0234;5539
0;0,6832;0,0227;5538
0;0,6912;0,0221;5539
0;0,6713;0,0215;5542
0;0,6951;0,0209;5538
0;0,6832;0,0203;5535
0;0,6673;0,0198;5537
0;0,6753;0,0193;5539
0;0,6872;0,0188;5539
0;0,6594;0,0183;5540
10;0,6753;0,0274;5540
20;0,6753;0,0699;5538
20;0,6832;0,7938;5541
20;0,6832;1;6016
20;0,6912;1;7968
20;0,6872;1;10350
20;0,6832;1;12737
20;0,6872;1;14758
20;0,6912;1;16488
20;0,6832;1;17797
20;1,0725;1;19045
20;1,3625;1;20108
20;2,3436;1;21002
20;3,2453;1;21729
20;3,7498;1;22301
20;4,3138;1;22865
20;4,4806;1;23340
20;5,7994;1;23732
20;6,1887;1;24058
20;6,7329;1;24319
20;8,0119;1;24549
20;8,2105;1;24760
20;9,4856;1;24911
20;10,2125;1;25013
20;10,8242;1;25127
20;11,0785;1;25214
20;11,1539;1;25311
20;11,8848;1;25365
20;12,6197;1;25415
20;14,1013;1;25456
20;14,4628;1;25474
20;14,427;1;25496
20;15,3605;1;25502
20;16,0914;1;25499
20;17,0924;1;25507
20;17,0169;1;25504
20;18,0973;0,9999;25488
20;18,6256;0,9999;25481
20;18,9712;0,9997;25470
20;19,5273;0,9993;25465
20;20,0874;0,9981;25452
20;20,6673;0,9937;25439
20;20,9454;0,9839;25418
20;21,422;0,9632;25397
20;21,7994;0,9231;25367
20;22,2999;0,8096;25352
20;22,8759;0,4571;25330
20;23,3764;0,1188;25236
20;23,6147;0,0574;24941
20;23,7815;0,0367;24207
20;23,9206;0,0277;22823
20;23,5432;0,0296;21198
20;23,2214;0,0399;19330
20;22,8679;0,0633;17321
20;22,3873;0,1056;15753
20;21,8749;0,1872;14519
20;21,4657;0,3194;13726
20;21,2989;0,4496;13361
20;21,3903;0,4874;13654
20;21,5214;0,4262;14643
20;21,6326;0,3269;15521
20;22,1092;0,192;16138
20;22,3198;0,1074;16388
20;22,0894;0,0824;15912
20;21,8272;0,1013;15040
20;21,5452;0,1628;14329
20;21,3545;0,2471;13653
